Date,Src IP,Dst IP,Total Flow Duration,Total Forward Packets
06/11/2022,192.168.20.20,54.194.135.95,264548,11
06/11/2022,192.168.20.48,52.222.174.52,817861,14
06/11/2022,192.168.20.43,44.197.28.104,660375857,84
05/11/2022,192.168.20.13,255.255.255.255,3505032436,731
06/11/2022,35.186.224.25,192.168.20.42,1063,1
06/11/2022,192.168.20.43,54.166.101.241,20660441,114
06/11/2022,192.168.20.43,3.237.53.195,23824619,190
06/11/2022,216.58.204.106,192.168.20.42,1809,3
06/11/2022,192.168.20.48,52.46.128.39,3947167,68
06/11/2022,192.168.20.48,35.178.87.88,310592,35
06/11/2022,3.227.34.105,192.168.20.48,58172,2
06/11/2022,192.168.20.48,54.157.203.98,20863407,632
05/11/2022,216.58.214.78,192.168.20.42,1058,1
06/11/2022,192.168.20.48,54.161.26.204,1362174,44
06/11/2022,54.239.33.155,192.168.20.43,4551,2
06/11/2022,192.168.20.19,216.239.35.0,110868,19
06/11/2022,192.168.20.42,216.58.201.234,256322325,63
06/11/2022,192.168.20.19,216.239.35.4,109774,19
06/11/2022,192.168.20.43,3.223.79.67,388277628,188
06/11/2022,192.168.20.43,18.164.55.40,142823825,83
06/11/2022,192.168.20.48,18.167.1.113,8684736,97
06/11/2022,192.168.20.19,216.239.35.8,109231,19
06/11/2022,192.168.20.43,35.155.170.66,8648384,19
06/11/2022,192.168.20.48,43.205.35.127,6355419,94
06/11/2022,192.168.20.42,216.58.213.78,215749203,160
06/11/2022,192.168.20.42,35.186.224.25,429636601,31
05/11/2022,192.168.20.20,52.215.192.18,2491890154,140
06/11/2022,192.168.20.42,216.58.213.74,5100433,22
06/11/2022,35.167.225.196,192.168.20.43,1592,1
06/11/2022,192.168.20.42,216.58.213.70,194943813,20
06/11/2022,35.167.225.196,192.168.20.48,28011,3
06/11/2022,54.242.128.35,192.168.20.48,552091,6
06/11/2022,52.46.129.152,192.168.20.43,144,2
05/11/2022,192.168.20.43,18.155.131.56,120515045,65
06/11/2022,54.167.53.194,192.168.20.48,4666,2
05/11/2022,192.168.20.48,52.79.118.208,2801340,38
06/11/2022,192.168.20.48,16.163.233.23,6175808,75
06/11/2022,192.168.20.10,35.195.102.202,76081330892,10688
05/11/2022,192.168.20.19,54.78.125.193,26940372,75
05/11/2022,54.158.105.246,192.168.20.48,11552,4
06/11/2022,52.214.227.89,192.168.20.43,1471,5
06/11/2022,192.168.20.48,34.202.104.124,393091,10
06/11/2022,192.168.20.43,54.161.46.108,96390404,40
06/11/2022,3.224.249.36,192.168.20.48,388027,2
06/11/2022,192.168.20.43,3.131.252.182,112304421,14
05/11/2022,192.168.20.48,18.155.126.209,2986143,112
06/11/2022,192.168.20.48,13.245.125.189,3976406,57
05/11/2022,192.168.20.43,52.45.18.59,1821711445,80
06/11/2022,54.161.26.204,192.168.20.48,332591,3
05/11/2022,192.168.20.19,54.74.123.186,20609406,55
06/11/2022,108.137.188.162,192.168.20.48,894779,3
06/11/2022,192.168.20.43,54.239.33.155,3837230,39
06/11/2022,142.250.179.74,192.168.20.42,1126,3
06/11/2022,192.168.20.19,54.78.125.193,312993482,842
06/11/2022,192.168.20.20,52.215.192.18,36140633831,1971
06/11/2022,192.168.20.48,3.1.115.53,7250500,100
06/11/2022,15.188.36.183,192.168.20.48,14301,6
05/11/2022,52.214.227.89,192.168.20.43,584938861,97
06/11/2022,192.168.20.43,52.95.124.103,740209,26
06/11/2022,192.168.20.48,52.222.145.55,224040,20
06/11/2022,192.168.20.43,52.94.231.222,577421,17
06/11/2022,192.168.20.19,203.107.6.88,3955154,19
06/11/2022,18.134.222.161,192.168.20.48,485913,9
05/11/2022,192.168.20.43,52.84.179.94,60193731,66
06/11/2022,192.168.20.48,18.214.180.6,36287572,1146
06/11/2022,54.195.209.68,192.168.20.48,552846,4
06/11/2022,192.168.20.43,52.207.44.110,772506479,98
06/11/2022,3.1.115.53,192.168.20.48,721852,8
06/11/2022,192.168.20.43,52.205.164.240,877315008,112
06/11/2022,192.168.20.48,52.214.227.89,31878847946,2331
05/11/2022,192.168.20.48,209.54.178.164,1028201,12
05/11/2022,54.166.21.152,192.168.20.48,49000,4
06/11/2022,192.168.20.48,54.239.27.116,1399084,29
05/11/2022,192.168.20.43,52.72.244.88,97814227,43
06/11/2022,192.168.20.48,13.32.145.118,56555,11
06/11/2022,192.168.20.19,54.74.123.186,240312559,662
06/11/2022,34.228.101.107,192.168.20.48,61245,2
06/11/2022,107.20.127.221,192.168.20.48,150709,2
06/11/2022,192.168.20.20,8.8.8.8,80264,6
06/11/2022,192.168.20.43,3.218.120.56,1095094419,140
06/11/2022,192.168.20.48,54.193.16.2,6397003,78
06/11/2022,192.168.20.45,121.174.142.81,258875,1
06/11/2022,8.6.0.1,8.0.6.4,79967924376,40665
06/11/2022,192.168.20.43,52.119.198.101,997496,22
06/11/2022,192.168.20.48,107.20.127.221,2407836,44
06/11/2022,192.168.20.42,142.250.75.227,22964227677,2084
05/11/2022,192.168.20.43,35.167.225.196,43553922,93
06/11/2022,192.168.20.19,224.0.0.22,360589585,1356
05/11/2022,192.168.20.19,8.8.4.4,217974,54
06/11/2022,192.168.20.48,35.178.33.97,2433040,167
06/11/2022,192.168.20.48,3.233.109.178,157446,5
06/11/2022,173.194.76.206,192.168.20.19,623,2
06/11/2022,18.163.70.120,192.168.20.48,1635560,5
06/11/2022,54.187.92.102,192.168.20.43,113,2
06/11/2022,192.168.20.43,54.164.163.115,93993311,60
06/11/2022,54.166.21.152,192.168.20.48,1585088,17
06/11/2022,192.168.20.13,3.120.92.134,68340911295,2922
06/11/2022,192.168.20.43,3.212.205.83,31826754,260
06/11/2022,54.239.27.82,192.168.20.48,489632,2
06/11/2022,142.250.75.234,192.168.20.42,1473,3
06/11/2022,16.163.233.23,192.168.20.48,724126,5
06/11/2022,192.168.20.48,52.94.241.146,899512,19
06/11/2022,192.168.20.42,142.250.75.234,94381772,59
05/11/2022,18.164.55.40,192.168.20.43,12312,1
06/11/2022,43.205.35.127,192.168.20.48,684977,6
05/11/2022,192.168.20.48,54.158.105.246,1180828,42
06/11/2022,192.168.20.48,52.206.230.179,1347451,44
06/11/2022,192.168.20.48,18.156.17.11,728082,36
05/11/2022,192.168.20.48,34.214.111.43,3743303,40
06/11/2022,192.168.20.43,3.232.127.207,45455744,361
06/11/2022,192.168.20.43,54.161.84.13,80160938,1912
06/11/2022,52.94.233.94,192.168.20.43,1323,3
06/11/2022,192.168.20.43,52.202.248.176,96916278,41
05/11/2022,192.168.20.42,216.239.35.12,24831,2
06/11/2022,192.168.20.45,8.8.8.8,71966,8
06/11/2022,192.168.20.43,52.95.123.112,410931,13
06/11/2022,192.168.20.48,54.205.24.65,17781923,580
06/11/2022,3.112.156.31,192.168.20.48,1342431,5
06/11/2022,52.95.123.17,192.168.20.43,1233,1
06/11/2022,52.46.145.14,192.168.20.43,5266,3
05/11/2022,192.168.20.19,108.128.53.179,387022926,115
06/11/2022,192.168.20.43,52.94.219.88,413265538,286
06/11/2022,192.168.20.43,52.46.153.141,476491,26
06/11/2022,192.168.20.43,52.16.104.93,26128276212,3444
06/11/2022,192.168.20.18,51.195.117.133,87438641,72
06/11/2022,192.168.20.43,54.187.92.102,89548756,199
06/11/2022,192.168.20.43,18.155.131.56,60056196,12
05/11/2022,192.168.20.48,23.22.232.191,380461,17
06/11/2022,192.168.20.20,224.0.0.251,1661934,46
05/11/2022,192.168.20.48,16.163.233.23,2576895,17
06/11/2022,54.225.146.82,192.168.20.48,366989,2
05/11/2022,192.168.20.43,44.197.28.104,111049281,14
06/11/2022,44.207.137.197,192.168.20.48,85409,3
06/11/2022,192.168.20.43,3.227.176.159,1100001900,140
06/11/2022,192.168.20.48,52.46.131.209,823615,28
06/11/2022,52.214.227.89,192.168.20.48,38677,25
06/11/2022,192.168.20.42,224.0.0.22,53328584,8
05/11/2022,35.155.9.57,192.168.20.43,44360,28
06/11/2022,192.168.20.43,176.32.98.79,1159037,33
06/11/2022,192.168.20.48,3.223.79.67,2682211,64
05/11/2022,192.168.20.48,34.252.33.62,666503,22
06/11/2022,13.54.168.82,192.168.20.48,3416,3
05/11/2022,192.168.20.48,15.222.185.72,400849,17
06/11/2022,192.168.20.42,142.250.74.238,3739572917,617
06/11/2022,192.168.20.42,142.250.74.234,5104516,20
06/11/2022,13.245.125.189,192.168.20.48,6574,5
05/11/2022,192.168.20.48,52.202.2.34,25325157,742
06/11/2022,192.168.20.43,8.8.4.4,1841,1
06/11/2022,192.168.20.48,44.198.224.47,45362930,1343
06/11/2022,54.194.135.95,192.168.20.20,3383,2
06/11/2022,209.54.181.79,192.168.20.43,2007,3
06/11/2022,192.168.20.48,15.222.185.72,17986266,93
05/11/2022,192.168.20.42,224.0.0.250,1800289423,59
06/11/2022,192.168.20.42,216.58.214.170,155695493,30
06/11/2022,192.168.20.43,54.75.207.158,738664,27
06/11/2022,52.94.236.45,192.168.20.43,3513,6
06/11/2022,192.168.20.48,54.243.58.104,27432714,774
06/11/2022,192.168.20.45,54.183.77.141,61846703488,5468
06/11/2022,54.162.217.75,192.168.20.48,1119,1
06/11/2022,192.168.20.43,67.220.240.183,508798,23
06/11/2022,34.237.111.59,192.168.20.48,7774105,109
06/11/2022,192.168.20.42,216.58.214.174,671409,76
06/11/2022,192.168.20.43,52.46.128.80,408814,12
06/11/2022,13.32.145.118,192.168.20.48,93511,1
06/11/2022,192.168.20.48,52.46.155.120,979294,17
06/11/2022,192.168.20.43,107.20.216.54,880177317,112
05/11/2022,63.32.248.122,192.168.20.19,918,2
06/11/2022,192.168.20.48,34.237.111.59,87292942,2559
06/11/2022,192.168.20.43,52.45.18.59,40807241121,1794
05/11/2022,192.168.20.42,224.0.0.251,1991953299,315
06/11/2022,192.168.20.42,74.125.133.188,101317683621,4099
05/11/2022,192.168.20.42,216.239.35.8,11672,2
06/11/2022,192.168.20.48,18.206.129.39,40840005121,1896
06/11/2022,192.168.20.12,255.255.255.255,78204311455,16306
06/11/2022,192.168.20.43,52.37.30.201,70063251,161
06/11/2022,192.168.20.48,18.216.180.71,1848283,40
06/11/2022,192.168.20.43,3.208.140.212,29727759,144
06/11/2022,192.168.20.43,35.174.51.236,19040042,68
06/11/2022,63.32.248.122,192.168.20.19,31387,68
05/11/2022,192.168.20.48,224.0.0.251,30837623,6
06/11/2022,216.58.204.110,192.168.20.42,45054359,3
06/11/2022,192.168.20.48,54.68.250.149,4970266,54
06/11/2022,192.168.20.43,3.212.27.131,1091903878,140
06/11/2022,192.168.20.48,54.195.209.68,1202134,74
06/11/2022,192.168.20.48,3.71.131.162,609573,52
06/11/2022,192.168.20.48,209.54.180.27,382610,15
06/11/2022,192.168.20.19,216.239.35.12,236001,19
05/11/2022,192.168.20.43,52.94.219.88,286033954,119
05/11/2022,192.168.20.48,18.206.129.39,1823812856,82
06/11/2022,192.168.20.48,54.91.103.251,101974023,2980
06/11/2022,52.46.141.254,192.168.20.43,1095,2
06/11/2022,216.58.213.78,192.168.20.42,1343,1
05/11/2022,192.168.20.45,54.183.77.141,2707420824,240
06/11/2022,216.58.206.234,192.168.20.42,5081,8
06/11/2022,142.250.178.131,192.168.20.42,1193,1
06/11/2022,192.168.20.43,209.54.177.157,894909,22
06/11/2022,192.168.20.43,54.164.103.224,97269282,48
05/11/2022,15.222.185.72,192.168.20.48,1076,1
06/11/2022,192.168.20.43,18.164.49.183,121978276,361
06/11/2022,192.168.20.43,178.236.7.140,13578759,16
06/11/2022,13.37.191.91,192.168.20.48,4050,2
06/11/2022,192.168.20.43,209.54.177.154,570963,11
06/11/2022,13.246.174.39,192.168.20.48,833409,5
06/11/2022,192.168.20.48,54.249.26.192,3099305,40
06/11/2022,192.168.20.42,173.194.76.188,7088929377,310
06/11/2022,192.168.20.48,18.203.57.224,13945521277,1053
06/11/2022,54.239.31.104,192.168.20.48,113638,3
05/11/2022,52.210.32.69,192.168.20.19,108,2
06/11/2022,54.205.24.65,192.168.20.48,936817,25
05/11/2022,192.168.20.19,224.0.0.251,1857372145,68
06/11/2022,192.168.20.48,44.193.236.65,60544217,1813
06/11/2022,192.168.20.48,52.84.174.70,73770,14
06/11/2022,13.246.0.149,192.168.20.48,419335,3
06/11/2022,18.216.180.71,192.168.20.48,51260,2
05/11/2022,192.168.20.18,52.31.222.8,444482,36
06/11/2022,192.168.20.48,3.140.228.75,4833179,70
06/11/2022,192.168.20.43,34.202.49.39,657478244,84
05/11/2022,192.168.20.43,18.155.126.209,1874770,81
06/11/2022,192.168.20.48,52.94.242.236,1240232,31
06/11/2022,192.168.20.15,3.126.235.192,201516,17
06/11/2022,192.168.20.43,3.211.221.42,874268038,112
06/11/2022,15.222.185.72,192.168.20.48,160525,6
05/11/2022,192.168.20.43,54.166.101.241,147,2
06/11/2022,192.168.20.48,52.84.174.54,267921,40
06/11/2022,192.168.20.43,52.222.193.55,3381526426,1907
06/11/2022,192.168.20.42,199.232.58.248,373224211,64
06/11/2022,192.168.20.48,54.167.53.194,1766645,46
06/11/2022,54.161.84.13,192.168.20.43,1161,2
05/11/2022,192.168.20.20,224.0.0.251,34214,2
05/11/2022,34.237.111.59,192.168.20.48,69419,1
06/11/2022,192.168.20.43,54.239.27.82,128943455,22
06/11/2022,192.168.20.43,209.54.183.240,527316,29
05/11/2022,192.168.20.43,3.232.127.207,3418759,17
06/11/2022,192.168.20.43,52.27.163.92,151555322,126
06/11/2022,192.168.20.43,52.95.115.242,72306253,11
06/11/2022,192.168.20.43,209.54.183.244,469665,12
06/11/2022,192.168.20.48,52.46.131.168,368843,12
06/11/2022,192.168.20.43,52.94.232.195,557159,12
06/11/2022,192.168.20.42,224.0.0.250,41398932897,1353
06/11/2022,192.168.20.42,224.0.0.251,48467189604,6849
06/11/2022,16.16.59.238,192.168.20.48,549961,8
05/11/2022,54.171.11.240,192.168.20.19,1851,4
06/11/2022,192.168.20.19,52.210.32.69,10923527913,2655
06/11/2022,192.168.20.43,52.46.144.253,466740,12
06/11/2022,52.46.136.68,192.168.20.43,3505,5
06/11/2022,192.168.20.43,209.54.177.114,112067000,10
05/11/2022,18.140.188.91,192.168.20.48,349039,1
06/11/2022,192.168.20.48,35.173.74.42,4707681,71
06/11/2022,34.250.50.152,192.168.20.48,6712,5
06/11/2022,216.58.213.70,192.168.20.42,1064,1
06/11/2022,192.168.20.43,34.232.93.236,33988336,76
06/11/2022,192.168.20.48,13.246.0.149,2093741,38
06/11/2022,192.168.20.43,8.8.8.8,10842959,1016
06/11/2022,192.168.20.43,3.234.165.228,23678745,172
06/11/2022,192.168.20.13,255.255.255.255,78190096462,16308
05/11/2022,192.168.20.254,239.255.255.250,167408,48
05/11/2022,3.226.196.104,192.168.20.43,79953,2
06/11/2022,192.168.20.42,216.58.214.78,2701919051,731
06/11/2022,72.21.195.82,192.168.20.48,472500,5
06/11/2022,192.168.20.48,52.46.137.255,823027,14
06/11/2022,192.168.20.48,52.46.131.184,905607,17
06/11/2022,192.168.20.42,216.58.214.74,9827984,27
05/11/2022,192.168.20.43,44.197.43.221,97948948,30
06/11/2022,192.168.20.43,52.94.220.255,67141918,26
06/11/2022,192.168.20.43,52.46.137.137,1069973,37
06/11/2022,192.168.20.12,18.195.249.137,687893,40
06/11/2022,192.168.20.48,52.84.174.15,1096656,93
06/11/2022,192.168.20.48,52.46.158.193,501225,15
06/11/2022,192.168.20.42,35.188.42.15,109730371,13
06/11/2022,192.168.20.48,52.202.2.34,25873729,758
06/11/2022,192.168.20.48,52.84.174.10,78280,14
06/11/2022,192.168.20.20,18.200.177.60,18157224124,1007
06/11/2022,192.168.20.45,162.159.200.123,9911,1
05/11/2022,192.168.20.42,216.58.214.78,70226170,19
06/11/2022,192.168.20.43,54.92.237.197,1535488962,196
06/11/2022,192.168.20.13,18.195.249.137,504203,30
06/11/2022,192.168.20.43,54.86.198.4,1539715473,196
06/11/2022,192.168.20.43,52.94.236.45,919915,24
06/11/2022,192.168.20.48,54.206.221.238,7693732,73
06/11/2022,52.119.198.2,192.168.20.48,177215,3
06/11/2022,192.168.20.19,54.171.25.87,355646644,963
06/11/2022,192.168.20.48,35.71.171.52,163664,14
06/11/2022,192.168.20.43,52.73.50.224,3597669,45
06/11/2022,35.173.74.42,192.168.20.48,360435,5
06/11/2022,192.168.20.48,13.225.31.129,874522,24
06/11/2022,54.161.46.108,192.168.20.48,6613,4
06/11/2022,192.168.20.48,108.137.181.26,5463164,78
06/11/2022,192.168.20.43,35.167.225.196,194996403,201
06/11/2022,192.168.20.42,142.250.179.99,195254977,43
06/11/2022,18.214.180.6,192.168.20.48,2332079,42
06/11/2022,192.168.20.48,8.8.8.8,4897937,598
05/11/2022,18.155.126.209,192.168.20.43,1053,11
06/11/2022,192.168.20.48,54.239.31.104,1347478,24
05/11/2022,192.168.20.43,52.207.44.110,109405622,14
06/11/2022,54.92.128.108,192.168.20.48,519203,2
06/11/2022,192.168.20.48,52.2.163.119,279460,5
06/11/2022,35.178.33.97,192.168.20.48,394426,11
06/11/2022,3.18.23.108,192.168.20.48,103632,4
06/11/2022,52.222.193.55,192.168.20.43,5217593238,227
06/11/2022,192.168.20.48,13.48.15.205,2003005,117
06/11/2022,192.168.20.43,44.209.146.104,764033131,98
06/11/2022,52.222.193.55,192.168.20.48,63611,47
06/11/2022,192.168.20.19,224.0.0.251,41055516213,1450
05/11/2022,18.155.126.209,192.168.20.48,11310,11
06/11/2022,15.161.86.203,192.168.20.48,2520,2
06/11/2022,192.168.20.48,54.239.19.122,666197,11
06/11/2022,44.240.184.205,192.168.20.43,1316,1
06/11/2022,192.168.20.43,52.46.136.110,846773,26
06/11/2022,34.202.104.124,192.168.20.48,490544,2
05/11/2022,192.168.20.12,255.255.255.255,3504957154,731
06/11/2022,54.193.16.2,192.168.20.48,792450,5
06/11/2022,192.168.20.48,18.102.88.160,904105,89
06/11/2022,192.168.20.48,52.72.244.88,3462674,65
06/11/2022,52.44.87.149,192.168.20.48,356430,5
06/11/2022,54.164.163.115,192.168.20.48,2953477,56
06/11/2022,192.168.20.43,52.45.237.36,77534,1
06/11/2022,192.168.20.42,142.250.179.78,8104965,9
05/11/2022,192.168.20.43,52.222.193.55,60067423,13
06/11/2022,54.203.166.245,192.168.20.48,972243,3
06/11/2022,192.168.20.43,52.46.128.39,892253,21
06/11/2022,43.205.185.100,192.168.20.48,310770,6
05/11/2022,192.168.20.48,54.173.93.68,1223190,18
06/11/2022,192.168.20.43,209.54.181.79,489189,29
06/11/2022,52.84.177.20,192.168.20.43,18947,136
05/11/2022,192.168.20.43,52.205.164.240,49010548,10
06/11/2022,52.84.177.20,192.168.20.48,854990,152
05/11/2022,192.168.20.48,52.76.51.147,1501419,20
05/11/2022,8.6.0.1,8.0.6.4,3569820193,1744
06/11/2022,13.50.30.171,192.168.20.48,427690,8
06/11/2022,192.168.20.42,142.250.179.74,302147074,241
05/11/2022,209.54.180.48,192.168.20.43,4131,3
06/11/2022,192.168.20.48,35.171.216.243,1222276,38
06/11/2022,192.168.20.43,52.46.141.254,347851,12
06/11/2022,52.36.138.241,192.168.20.43,316,8
06/11/2022,192.168.20.45,82.64.32.33,3907,1
06/11/2022,192.168.20.48,18.229.75.205,7404400,77
05/11/2022,192.168.20.42,142.250.201.163,104648420,5
06/11/2022,192.168.20.48,3.212.57.174,811200,25
06/11/2022,192.168.20.19,108.128.53.179,10479566385,2608
05/11/2022,192.168.20.19,216.239.35.12,12403,1
06/11/2022,52.94.239.40,192.168.20.43,37192,12
05/11/2022,192.168.20.43,52.119.197.246,734023,11
06/11/2022,52.222.145.55,192.168.20.48,143,2
05/11/2022,54.239.33.155,192.168.20.43,3515,2
06/11/2022,54.171.11.240,192.168.20.19,31238,68
06/11/2022,52.222.145.55,192.168.20.43,179896807,6
06/11/2022,44.199.52.214,192.168.20.48,251302,20
06/11/2022,192.168.20.43,52.84.174.66,7774937,6
05/11/2022,18.203.57.224,192.168.20.48,2827628698,275
06/11/2022,216.58.214.78,192.168.20.42,7822,5
06/11/2022,192.168.20.42,142.250.201.170,196184002,39
05/11/2022,192.168.20.43,35.173.14.214,3662027,18
06/11/2022,178.236.7.140,192.168.20.43,1113,1
05/11/2022,192.168.20.42,142.250.74.238,134550,12
06/11/2022,34.195.175.66,192.168.20.48,566858,6
06/11/2022,192.168.20.254,239.255.255.250,3282678,976
06/11/2022,192.168.20.43,52.84.174.68,7839449,6
06/11/2022,192.168.20.42,151.101.2.217,429618568,30
05/11/2022,192.168.20.48,192.168.20.1,823366,60
06/11/2022,192.168.20.43,209.54.181.98,432283,11
06/11/2022,192.168.20.43,52.45.200.111,1311578886,168
06/11/2022,54.75.207.158,192.168.20.43,216,2
06/11/2022,192.168.20.42,142.250.201.163,194941125,20
06/11/2022,44.199.138.71,192.168.20.48,1937804,30
06/11/2022,192.168.20.43,52.2.208.65,654981545,84
06/11/2022,3.212.57.174,192.168.20.48,941,1
06/11/2022,3.71.131.162,192.168.20.48,27174,3
05/11/2022,192.168.20.43,239.255.255.250,1250017,48
06/11/2022,192.168.20.43,44.197.43.221,34805742,220
06/11/2022,67.220.241.5,192.168.20.43,1503,3
06/11/2022,192.168.20.43,107.23.85.26,545542644,70
05/11/2022,192.168.20.43,3.82.111.231,109182168,14
05/11/2022,192.168.20.43,18.67.116.69,61703315,17
06/11/2022,192.168.20.48,3.18.23.108,4651717,73
